,intern_role,company_name,hiring_type,location,job_offer(LPA),duration(months),posted_time,early_applicant,apply_links,stipend_min,stipend_max
3319,Finance,Cancrie Incorporation,0.0,Jaipur,0.0,3.0,7,No,https://internshala.com/internship/detail/finance-internship-in-jaipur-at-cancrie-incorporation1749561318,5000.0,10000
3320,Social Media Marketing,Itegoss,0.0,MiraBhayandar,3.0,6.0,7,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-mira-bhayandar-at-itegoss1749553807,7000.0,10000
3321,Graphic Design,Incra Soft Private Limited,0.0,Hyderabad,0.0,6.0,7,No,https://internshala.com/internship/detail/graphic-design-internship-in-hyderabad-at-incra-soft-private-limited1749560895,3000.0,10000
3322,Social Media Marketing,Tamada Media Private Limited,0.0,Hyderabad,0.0,3.0,7,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-hyderabad-at-tamada-media-private-limited1749560808,4000.0,5000
3323,Research (Biotechnology And Microbiology),Stealth VC Firm,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-research-biotechnology-and-microbiology-internship-at-stealth-vc-firm1749560762,20000.0,30000
3324,Marketing,Riskcovry,0.0,Bangalore,0.0,3.0,7,No,https://internshala.com/internship/detail/marketing-internship-in-bangalore-at-riskcovry1749553482,10000.0,12000
3325,Social Media Marketing,Myfroyoland,0.0,Ahmedabad,0.0,3.0,7,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-ahmedabad-at-myfroyoland1749560529,5000.0,10000
3326,Project Management,PWR Nukleus Technologies Private Limited,0.0,Hyderabad,0.0,6.0,7,No,https://internshala.com/internship/detail/project-management-internship-in-hyderabad-at-pwr-nukleus-technologies-private-limited1749560369,10000.0,12000
3327,Travel Consultant,Map My Destination,0.0,Ahmedabad,0.0,6.0,7,No,https://internshala.com/internship/detail/travel-consultant-internship-in-ahmedabad-at-map-my-destination1749560377,12000.0,15000
3328,Social Media Marketing,CineFunk Studios LLP,0.0,Pune,0.0,6.0,7,yes,https://internshala.com/internship/detail/social-media-marketing-internship-in-pune-at-cinefunk-studios-llp1749552861,5000.0,10000
3329,Machine Learning,Anubrain Technology Private Limited,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-anubrain-technology-private-limited1749559980,3000.0,5000
3330,Quality Analyst,Accredian,1.0,Gurgaon,0.0,6.0,7,No,https://internshala.com/internship/detail/quality-analyst-internship-in-gurgaon-at-accredian1749559910,5000.0,10000
3331,Sales and Marketing,Hotel Green Castle,0.0,Delhi,0.0,2.0,7,No,https://internshala.com/internship/detail/sales-and-marketing-internship-in-delhi-at-hotel-green-castle1749559779,3500.0,5000
3332,Marketing,Rhea Mehta Design,0.0,Mumbai,0.0,6.0,7,yes,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-rhea-mehta-design1749559587,5000.0,8000
3333,Team Management,Jarurat Care,1.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-team-management-internship-at-jarurat-care1749559467,5000.0,10000
3334,Sales and Marketing,GYK Professional,0.0,Delhi,0.0,6.0,7,yes,https://internshala.com/internship/detail/sales-and-marketing-internship-in-delhi-at-gyk-professional1749559328,10000.0,15000
3335,Business Development (Sales),Car Rehub,0.0,"Ghaziabad,Noida",3.0,6.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-multiple-locations-at-car-rehub1749559005,10000.0,15000
3336,System Admin,Infolog Solutions Private Limited,0.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/system-admin-internship-in-bangalore-at-infolog-solutions-private-limited1749558790,7000.0,8000
3337,Human Resources (HR),Big Pockett,0.0,Hyderabad,3.0,2.0,7,yes,https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-big-pockett1749558698,10000.0,12500
3338,Search Engine Optimization (SEO),Health Gennie,0.0,Jaipur,3.5,3.0,7,No,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-jaipur-at-health-gennie1749551393,5000.0,5001
3339,Digital Marketing,ITIO Innovex Private Limited,0.0,"Ghaziabad,Noida",0.0,6.0,7,yes,https://internshala.com/internship/detail/digital-marketing-internship-in-multiple-locations-at-itio-innovex-private-limited1749558640,5000.0,10000
3340,Market Research,P.E. Analytics Private Limited,1.0,Gurgaon,4.0,3.0,7,No,https://internshala.com/internship/detail/market-research-internship-in-gurgaon-at-pe-analytics-private-limited1749558562,5000.0,10000
3341,Python Developer,Breakout,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-python-developer-internship-at-breakout1749558549,4000.0,5000
3342,Video Editing/Making,TalkXO,0.0,Gurgaon,0.0,3.0,7,No,https://internshala.com/internship/detail/video-editing-making-internship-in-gurgaon-at-talkxo1749551309,10000.0,12000
3343,Mechanical Draftsman,Gudgudee,0.0,Bangalore,0.0,6.0,7,yes,https://internshala.com/internship/detail/mechanical-draftsman-internship-in-bangalore-at-gudgudee1749558471,10000.0,15000
3344,Business Development (Sales),Maa Vaishno IT Zone,0.0,Delhi,0.0,3.0,7,yes,https://internshala.com/internship/detail/business-development-sales-internship-in-delhi-at-maa-vaishno-it-zone1749551221,5000.0,10000
3345,Market Research & Business Development,Everguard Life Ventures Private Limited,0.0,Pune,0.0,3.0,7,No,https://internshala.com/internship/detail/market-research-business-development-internship-in-pune-at-everguard-life-ventures-private-limited1749558234,15000.0,20000
3346,Business Development (Sales),CloudActive Labs India Private Limited,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-cloudactive-labs-india-private-limited1749558117,8000.0,10000
3347,Videography,Gokandid,0.0,Visakhapatnam,0.0,3.0,7,yes,https://internshala.com/internship/detail/part-time-videography-internship-in-visakhapatnam-at-ganesh-a1749558001,5000.0,7000
3348,Customer Service/Customer Support,Arihant Industrial Corporation Limited,0.0,"Mumbai,MiraBhayandar",0.0,6.0,7,yes,https://internshala.com/internship/detail/customer-service-customer-support-internship-in-multiple-locations-at-arihant-industrial-corporation-limited1749557960,8000.0,10000
3349,Digital Marketing,Gary Global Solutions,0.0,Noida,0.0,6.0,7,No,https://internshala.com/internship/detail/digital-marketing-internship-in-noida-at-gary-global-solutions1749550626,7000.0,9000
3350,Manual Data Review And Audit,Breakout,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-manual-data-review-and-audit-internship-at-breakout1749557844,4000.0,5000
3351,Social Media Marketing,Phulkari Forever,0.0,Chandigarh,2.5,6.0,7,yes,https://internshala.com/internship/detail/social-media-marketing-internship-in-chandigarh-at-phulkari-forever1749550620,5000.0,8000
3352,Automobile Engineering,Stduio34 Designart Pvt Ltd,0.0,Manesar,0.0,6.0,7,No,https://internshala.com/internship/detail/automobile-engineering-internship-in-manesar-at-stduio34-designart-pvt-ltd1749557791,5000.0,15000
3353,Social Media Marketing,Itegoss,0.0,MiraBhayandar,3.0,3.0,7,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-mira-bhayandar-at-itegoss1749557785,7000.0,10000
3354,Legal Content Curation,Lawtech,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-legal-content-curation-internship-at-lawtech1749557711,10000.0,15000
3355,Purchase Management,Srishty Medical Pvt Ltd,1.0,Delhi,0.0,6.0,7,No,https://internshala.com/internship/detail/purchase-management-internship-in-delhi-at-srishty-medical-pvt-ltd1749557688,5000.0,10000
3356,Creative Strategist,Toposel,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-creative-strategist-internship-at-toposel1749557659,5000.0,7000
3357,Graphic Design,Kreedology,0.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/part-time-graphic-design-internship-in-bangalore-at-kreedology1749550342,10000.0,15000
3358,Human Resources (Academic Publishing),Digital India360,0.0,"Bikaner,Jodhpur,Jaipur,Rajasthan",0.0,3.0,7,No,https://internshala.com/internship/detail/human-resources-academic-publishing-internship-in-multiple-locations-at-digital-india3601749557593,10000.0,10000
3359,Human Resources (HR),Audi Mumbai West,1.0,Mumbai,0.0,6.0,7,No,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-audi-mumbai-west1749557581,5000.0,10000
3360,Cinematography,Ashish Jain,0.0,Delhi,0.0,3.0,7,No,https://internshala.com/internship/detail/cinematography-internship-in-delhi-at-ashish-jain1749550337,8000.0,15000
3361,Digital Marketing (Meme and Carousel Making),Lawtech,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-digital-marketing-meme-and-carousel-making-internship-at-lawtech1749557355,6000.0,8000
3362,Office Assistant-Female,Index Pharma,1.0,Mumbai,0.0,3.0,7,No,https://internshala.com/internship/detail/office-assistant-female-internship-in-mumbai-at-index-pharma1749557382,8000.0,15000
3363,LinkedIn Outreach Marketing,Digital Guruji,1.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-linkedin-outreach-marketing-internship-at-digital-guruji1749557379,5000.0,10000
3364,Social Media Marketing,M/S ISSA CROCHET THING,0.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-social-media-marketing-internship-at-issa-crochet-thing1749557368,1000.0,2000
3365,Marketing,HiPaaS Infotech Private Limited,0.0,Mumbai,0.0,3.0,7,No,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-hipaas-infotech-pvt-ltd1749557346,5000.0,15000
3366,Field Sales,RecommerceX Private Limited,1.0,"Agra,Aligarh,Bareilly,Ghaziabad,Kota,Lucknow,Meerut,Moradabad,Patiala,Varanasi,Jaipur,KanpurDehat",4.0,3.0,7,No,https://internshala.com/internship/detail/part-time-plastic-sales-bd-internship-in-multiple-locations-at-recommercex-private-limited1749557336,5000.0,10000
3367,Design,EnKash,0.0,Gurgaon,0.0,3.0,7,No,https://internshala.com/internship/detail/design-internship-in-gurgaon-at-enkash1749557343,15000.0,18000
3368,Brand Ambassador - Growth Marketing,Stealth Mode (Startup),0.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-brand-ambassador-growth-marketing-internship-at-stealth-mode-startup1749557238,5000.0,20000
3369,Corporate Relations,LineupX,0.0,Mumbai,0.0,6.0,7,yes,https://internshala.com/internship/detail/corporate-relations-internship-in-mumbai-at-lineupx1749557196,10000.0,12000
3372,Logistics And Operations,QWQER - Qwy Technologies,0.0,Chennai,0.0,6.0,7,No,https://internshala.com/internship/detail/logistics-and-operations-internship-in-chennai-at-qwqer-qwy-technologies1749549851,15000.0,18000
3373,Creative Writing,Eniacworld Media Private Limited,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-creative-writing-internship-at-eniacworld-media-private-limited1749557088,2300.0,3500
3374,Social Media Marketing,ISparx Infotech LLP,0.0,Mumbai,0.0,3.0,7,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-mumbai-at-isparx-infotech-llp1749556799,5000.0,12000
3375,Backend Development,Whatbytes,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-backend-development-internship-at-whatbytes1749556774,10000.0,20000
3376,Business Development (Sales),Takeback,0.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-business-development-sales-internship-at-takeback1749556761,2100.0,3500
3377,Rajasthani Transcription,Indika AI Private Limited,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-rajasthani-transcription-internship-at-indika-ai-private-limited1749556680,8000.0,30000
3378,Lead Generation,Cognitive Prism Consulting Pvt Ltd,0.0,Bangalore,0.0,5.0,7,yes,https://internshala.com/internship/detail/lead-generation-internship-in-bangalore-at-cognitive-prism-consulting-pvt-ltd1749556648,20000.0,30000
3379,Market Research,PWR Nukleus Technologies Private Limited,1.0,Hyderabad,0.0,6.0,7,No,https://internshala.com/internship/detail/market-research-internship-in-hyderabad-at-pwr-nukleus-technologies-private-limited1749556583,12000.0,15000
3380,Subject Matter Expert (SME) (CLAT PG),Lawtech,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-subject-matter-expert-sme-clat-pg-internship-at-lawtech1749556551,6000.0,8000
3381,Digital Marketing,WHealthyfy Health Tech Private Limited,0.0,Thane,0.0,6.0,7,yes,https://internshala.com/internship/detail/digital-marketing-internship-in-thane-at-whealthyfy-health-tech-private-limited1749556462,5000.0,10000
3382,Customer Support Operations,Pick Your Plant,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-customer-support-operations-internship-at-pick-your-plant1749556364,5000.0,10000
3383,Google Ads Specialist,Codecraft IT Solutions,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-google-ads-specialist-internship-at-codecraft-it-solutions1749556281,1000.0,4000
3384,Graphic Designer - Creative & Generative AI,ShikhaShikz Marketing Private Limited,1.0,Workfromhome,3.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-graphic-designer-creative-generative-ai-internship-at-shikhashikz-marketing-private-limited1749556099,8000.0,10000
3385,Digital Marketing And Social Media Specialist,Change Learning Sphere,0.0,Ghaziabad,0.0,6.0,7,yes,https://internshala.com/internship/detail/digital-marketing-and-social-media-specialist-internship-in-ghaziabad-at-change-learning-sphere1749556103,10000.0,12000
3386,Photography,Stori Design,0.0,Pune,0.0,3.0,7,No,https://internshala.com/internship/detail/part-time-photography-internship-in-pune-at-stori-design1749556065,4000.0,8000
3387,Graphic Design,Inventurs Cube LLP,0.0,Indore,0.0,2.0,7,yes,https://internshala.com/internship/detail/graphic-design-internship-in-indore-at-inventurs-cube-llp1749556067,5000.0,10000
3388,Audit Assistant,Rekha Gupta & Associates,1.0,Delhi,2.1,6.0,7,No,https://internshala.com/internship/detail/audit-assistant-internship-in-delhi-at-rekha-gupta-associates1749556026,8000.0,12000
3389,Operations,Podhigai Ads Private Limited,0.0,Kochi,0.0,3.0,7,yes,https://internshala.com/internship/detail/operations-internship-in-kochi-at-podhigai-ads-private-limited1749555945,5000.0,5001
3390,Fashion Marketing And Social Media Management,Blue & Yellow Socials,1.0,Delhi,0.0,2.0,7,No,https://internshala.com/internship/detail/fashion-marketing-and-social-media-management-internship-in-delhi-at-blue-yellow-socials1749555941,6000.0,9000
3391,Video Editing/Making,BOI Services,0.0,Delhi,3.0,3.0,7,No,https://internshala.com/internship/detail/video-editing-making-internship-in-delhi-at-boi-services1749548659,8000.0,10000
3392,Influencer Marketing,Flash,0.0,Bangalore,0.0,3.0,7,No,https://internshala.com/internship/detail/influencer-marketing-internship-in-bangalore-at-flash1749555900,15000.0,25000
3393,Social Media And Business Operations,Simplease,1.0,Gurgaon,0.0,3.0,7,No,https://internshala.com/internship/detail/social-media-and-business-operations-internship-in-gurgaon-at-simplease1749555832,8000.0,12000
3394,Customer Service/Customer Support,GroMo,1.0,Gurgaon,0.0,3.0,7,No,https://internshala.com/internship/detail/customer-service-customer-support-internship-in-gurgaon-at-gromo1749555711,18999.0,20000
3395,Marketing,Taskify,1.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/marketing-internship-in-bangalore-at-taskify1749555610,20000.0,25000
3396,Accounts,Brightbots Private Limited,1.0,Gurgaon,0.0,6.0,7,No,https://internshala.com/internship/detail/accounts-internship-in-gurgaon-at-brightbots-private-limited1749555241,5000.0,10000
3397,Business Development,Nurture Xcel,1.0,Mumbai,0.0,3.0,7,No,https://internshala.com/internship/detail/business-development-internship-in-mumbai-at-nurture-xcel1749554999,5000.0,7000
3398,Sales & Growth Associate,Ayuapp Health Private Limited,1.0,"Thane,NaviMumbai,Mumbai,Kalyan,Panvel",0.0,3.0,7,No,https://internshala.com/internship/detail/part-time-sales-growth-associate-internship-in-multiple-locations-at-ayuapp-health-private-limited1749554963,5000.0,24000
3399,Python Development,Kanhaiya Lal Bohra,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-python-development-internship-at-kanhaiya-lal-bohra1749554776,4000.0,6000
3400,Graphic Design,CI360 Degrees,0.0,Ahmedabad,3.5,3.0,7,No,https://internshala.com/internship/detail/graphic-design-internship-in-ahmedabad-at-ci360-degrees1749554386,10000.0,20000
3401,IT Skills,STRATMONT INDUSTRIES LIMITED,0.0,Mumbai,0.0,6.0,7,No,https://internshala.com/internship/detail/it-skills-internship-in-mumbai-at-stratmont-industries-limited1749554338,5000.0,10000
3402,Online Executive Assistant,Vikalp India Private Limited,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-online-executive-assistant-internship-at-vikalp-india-private-limited1749554301,6000.0,9000
3403,Graphic Design,Eniacworld Media Private Limited,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-graphic-design-internship-at-eniacworld-media-private-limited1749554214,1500.0,2000
3404,Content and Social Media Marketing,TringBox,1.0,Workfromhome,7.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-content-and-social-media-marketing-internship-at-tringbox1749553924,3500.0,8000
3405,Online Painting/Sketching Faculty For School Kids,Vikalp India Private Limited,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-online-painting-sketching-faculty-for-school-kids-internship-at-vikalp-india-private-limited1749553802,6000.0,9000
3406,Business Development (Sales),Blue Pearl Health Tech Pvt. Ltd.,0.0,Pune,0.0,3.0,7,yes,https://internshala.com/internship/detail/business-development-sales-internship-in-pune-at-blue-pearl-health-tech-pvt-ltd1749553789,3000.0,5000
3407,Web Development,Taskify,1.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/web-development-internship-in-bangalore-at-taskify1749553367,20000.0,25000
3408,Content and Social Media Marketing,Codva Systems (DENWO Enterprises),0.0,Bangalore,0.0,3.0,7,yes,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-bangalore-at-codva-systems-denwo-enterprises1749553357,7000.0,10000
3409,Game Development,Origami Games,0.0,Mumbai,0.0,6.0,7,No,https://internshala.com/internship/detail/game-development-internship-in-mumbai-at-origami-games1749546106,8000.0,10000
3410,Digital Marketing,Mix Media Labs,0.0,Bangalore,4.0,4.0,7,No,https://internshala.com/internship/detail/digital-marketing-internship-in-bangalore-at-mix-media-labs1749553077,5000.0,10000
3411,Video Editing/Making,Growify Digital,1.0,Delhi,0.0,6.0,7,No,https://internshala.com/internship/detail/video-editing-making-internship-in-delhi-at-growify-digital1749553051,10000.0,20000
3412,Doubt Solving (Inorganic Chemistry),KUNDUZ TECHNOLOGIES PRIVATE LIMITED,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-doubt-solving-inorganic-chemistry-internship-at-kunduz-technologies-private-limited1749552710,5000.0,10000
3413,Subject Matter Expert (Physics),KUNDUZ TECHNOLOGIES PRIVATE LIMITED,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-subject-matter-expert-physics-internship-at-kunduz-technologies-private-limited1749552622,5000.0,10000
3414,Operations And Marketing Intern,Shubh Investment Partners,0.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-operations-and-marketing-intern-internship-at-shubh-investment-partners1749552412,9000.0,15000
3415,Marketing,SKIMA,0.0,Mumbai,0.0,6.0,7,No,https://internshala.com/internship/detail/marketing-internship-in-mumbai-at-skima1749552360,18000.0,20000
3416,Recruitment,Heliosmedium Bazaar Pvt. Ltd.,0.0,NaviMumbai,0.0,6.0,7,No,https://internshala.com/internship/detail/recruitment-internship-in-navi-mumbai-at-heliosmedium-bazaar-pvt-ltd1749552323,8000.0,10000
3417,HR Consultant,TANKED IND AQUATIC KINGDOM,0.0,Ghaziabad,0.0,3.0,7,No,https://internshala.com/internship/detail/hr-consultant-internship-in-ghaziabad-at-tanked-ind-aquatic-kingdom1749552275,2000.0,3000
3418,Business Development (Sales),DOC-Q,0.0,Bangalore,0.0,3.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-doc-q1749552247,2000.0,5000
3419,Business Development (Sales),Cargopro,0.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-cargopro1749552091,5000.0,10000
3420,Business Development (Sales),DataToBiz,0.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-datatobiz1749551928,12000.0,15000
3421,Business Consultant,TrueBiz Learning Info Solutions LLP,0.0,Delhi,0.0,3.0,7,No,https://internshala.com/internship/detail/business-consultant-internship-in-delhi-at-truebiz-learning-info-solutions-llp1749551908,8500.0,10000
3422,UX/UI Design,Maalexi Incorporation,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-ux-ui-design-internship-at-maalexi-incorporation1749551899,10000.0,10000
3423,Accounting & Taxation,John Anthony & Co,1.0,Chennai,0.0,3.0,7,No,https://internshala.com/internship/detail/accounting-taxation-internship-in-chennai-at-john-anthony-co1749551817,2000.0,3000
3424,Client Servicing,G-CORP MEDIA,0.0,Mumbai,0.0,2.0,7,yes,https://internshala.com/internship/detail/client-servicing-internship-in-mumbai-at-g-corp-media1749551630,5000.0,10000
3425,Multi-tasking Invigilator,Rafiki Solutions Private Limited,0.0,Noida,0.0,3.0,7,No,https://internshala.com/internship/detail/part-time-multi-tasking-invigilator-internship-in-noida-at-rafiki-solutions-private-limited1749551492,10000.0,15000
3426,Business Development (Sales),Bespoke Havens,0.0,Bangalore,0.0,3.0,7,yes,https://internshala.com/internship/detail/business-development-sales-internship-in-bangalore-at-bespoke-havens1749551353,10000.0,12000
3427,Graphic Design,Mdhya Welfare Foundation,0.0,Udaipur,0.0,2.0,7,yes,https://internshala.com/internship/detail/part-time-graphic-design-internship-in-udaipur-at-mdhya-welfare-foundation1749543906,2000.0,5000
3428,Associate Manager,PRUS Wealth Services,0.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-associate-manager-internship-at-prus-wealth-services1749551118,1000.0,1001
3429,Business Development (Sales),VishwaVidyarthi,0.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-vishwavidyarthi1749550528,5000.0,10000
3430,Human Resources (HR),Finzo Ventures Private Limited,1.0,Bangalore,5.0,6.0,7,No,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-finzo-ventures-private-limited1749550464,10000.0,15000
3431,Campus Ambassador,SkillLevel,1.0,Workfromhome,0.0,3.0,7,No,https://internshala.com/internship/detail/campus-ambassador-programme-at-skilllevel1749544183,5000.0,10000
3432,E-Commerce Listing,MNR Solutions Private Limited,0.0,Noida,0.0,3.0,7,No,https://internshala.com/internship/detail/e-commerce-listing-internship-in-noida-at-mnr-solutions-private-limited1749542875,5000.0,10000
3433,Patient Referral Program For Critically & Terminally Ill Patients (Business Development In Medical),Dr Yogeshwar Tiwari,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-patient-referral-program-for-critically-terminally-ill-patients-business-development-in-medical-internship-at-dr-yogeshwar-tiwari1749550044,6000.0,21500
3434,Brand Management,Taskify,1.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/brand-management-internship-in-bangalore-at-taskify1749549763,20000.0,25000
3435,Online Geography Faculty For School Kids,Vikalp India Private Limited,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-online-geography-faculty-for-school-kids-internship-at-vikalp-india-private-limited1749549684,6000.0,9000
3436,Online Science Faculty For School Kids,Vikalp India Private Limited,1.0,Workfromhome,0.0,6.0,7,No,https://internshala.com/internship/detail/work-from-home-online-science-faculty-for-school-kids-internship-at-vikalp-india-private-limited1749549573,6000.0,9000
3437,Graphic Design,Studio Twentyone,0.0,Coimbatore,0.0,3.0,7,No,https://internshala.com/internship/detail/graphic-design-internship-in-coimbatore-at-studio-twentyone1749542368,4000.0,6000
3438,Mutual Fund Research And Operations Intern,Anmol Share Broking Limited,0.0,Bangalore,0.0,2.0,7,No,https://internshala.com/internship/detail/mutual-fund-research-and-operations-intern-internship-in-bangalore-at-anmol-share-broking-limited1749549487,5000.0,10000
3439,Business Development (Sales),UnifyXperts,1.0,Mumbai,0.0,6.0,7,No,https://internshala.com/internship/detail/business-development-sales-internship-in-mumbai-at-unifyxperts1749542099,10000.0,15000
3440,Content and Social Media Marketing,Earthed Soul PVT LTD,0.0,Mumbai,3.0,4.0,7,No,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-mumbai-at-earthed-soul-pvt-ltd1749549304,10000.0,12000
3441,Business Development,IronPeak Staffing Solutions,0.0,"Faridabad,Delhi,Gurgaon,Noida",0.0,6.0,7,yes,https://internshala.com/internship/detail/business-development-internship-in-multiple-locations-at-ironpeak-staffing-solutions1749549182,8000.0,10000
3442,Videography,Diljeet Bhamra,1.0,Pune,0.0,6.0,7,No,https://internshala.com/internship/detail/videography-internship-in-pune-at-diljeet-bhamra1749541931,8000.0,10000
3443,Fashion Design,Keelia Designer Boutique,0.0,Bangalore,0.0,6.0,7,No,https://internshala.com/internship/detail/fashion-design-internship-in-bangalore-at-keelia-designer-boutique1749541770,7000.0,12000
3444,Product Marketing,Appbrew,1.0,Gurgaon,0.0,3.0,7,No,https://internshala.com/internship/detail/product-marketing-internship-in-gurgaon-at-shivay-madan1749548934,20000.0,10000
3445,Sales,Economics Classes,1.0,Delhi,0.0,3.0,7,No,https://internshala.com/internship/detail/sales-internship-in-delhi-at-economics-classes1749548780,8000.0,10000
3446,Inside Sales,Beehyv Software Solutions,0.0,Hyderabad,0.0,3.0,7,yes,https://internshala.com/internship/detail/inside-sales-internship-in-hyderabad-at-beehyv-software-solutions1749548787,5000.0,10000
3447,Human Resources (HR),Pehchaan AI Technologies,1.0,Workfromhome,0.0,4.0,7,No,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-pehchaan-ai-technologies1749545090,10000.0,15000
3448,Industrial Automation Engineer,IAutomation Training Hub,0.0,Chakan,2.5,6.0,7,yes,https://internshala.com/internship/detail/industrial-automation-engineer-internship-in-chakan-at-iautomation-training-hub1749548522,2500.0,7000
3449,Content and Social Media Marketing,GreeNE Origins,0.0,Guwahati,0.0,3.0,7,No,https://internshala.com/internship/detail/part-time-content-and-social-media-marketing-internship-in-guwahati-at-greene-origins1749548362,2000.0,5000
3450,Video Editing & Graphic Designing,Tyro Technology,0.0,Chennai,0.0,6.0,7,No,https://internshala.com/internship/detail/video-editing-graphic-designing-internship-in-chennai-at-tyro-technology1749548362,5500.0,15500
3451,Digital Marketing,CareerNest,1.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-digital-marketing-internship-at-careernest1749548241,5000.0,10000
3452,Web Development,CareerNest,1.0,Workfromhome,0.0,2.0,7,No,https://internshala.com/internship/detail/work-from-home-part-time-web-development-internship-at-careernest1749548193,5000.0,10000
3453,Content and Social Media Marketing,Smart Investors,0.0,Gurgaon,0.0,6.0,7,No,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-gurgaon-at-smart-investors1749547782,10000.0,15000
3454,Interior Design,Ambika Kitchen Studio,0.0,Kalyan,0.0,6.0,7,yes,https://internshala.com/internship/detail/interior-design-internship-in-kalyan-at-ambika-kitchen-studio1749540323,10000.0,15000
3455,Pre-sales Specialist,Brain Brew Marketing,1.0,Delhi,0.0,6.0,7,No,https://internshala.com/internship/detail/pre-sales-specialist-internship-in-delhi-at-brain-brew-marketing1749547270,13000.0,20000
